InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
351006,SKU_1339,Desk Lamp,-42,2025-03-11 08:00,-76.4,,United States,0.22,paypall,,Furniture,Online,Not Returned,DHL,,High
634669,SKU_1687,Backpack,19,2025-03-11 09:00,84.98,,Belgium,0.28,paypall,22.25,Apparel,Online,Not Returned,Royal Mail,,Medium
437575,SKU_1066,Office Chair,36,2025-03-12 20:00,72.3,,United Kingdom,0.48,Bank Transfer,19.03,Furniture,Online,Not Returned,UPS,,Medium
442765,SKU_1656,USB Cable,-32,2025-03-13 02:00,2.19,,Germany,0.13,Bank Transfer,,Electronics,Online,Not Returned,UPS,,Low
258004,SKU_1268,Desk Lamp,-48,2025-03-13 09:00,-37.53,,Belgium,0.26,Credit Card,,Apparel,In-store,Not Returned,FedEx,,Low
274031,SKU_1428,Desk Lamp,33,2025-03-13 13:00,66.05,,United Kingdom,0.42,paypall,22.81,Stationery,Online,Returned,Royal Mail,Amsterdam,Medium
643606,SKU_1993,Notebook,-40,2025-03-13 20:00,-6.69,,United States,1.7588225448492447,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
985474,SKU_1533,USB Cable,-20,2025-03-15 15:00,-39.39,,United States,1.355797946750784,Credit Card,,Accessories,Online,Not Returned,DHL,,Medium
227816,SKU_1992,T-shirt,35,2025-03-17 17:00,87.94,,United States,0.42,paypall,7.87,Accessories,In-store,Returned,UPS,London,High
701588,SKU_1625,USB Cable,6,2025-03-17 18:00,10.53,,Germany,0.5,paypall,21.84,Furniture,Online,Not Returned,UPS,Berlin,Medium
845461,SKU_1469,Wireless Mouse,-18,2025-03-17 19:00,87.11,,United States,0.33,paypall,,Furniture,Online,Not Returned,UPS,,High
796650,SKU_1104,Office Chair,-35,2025-03-17 22:00,1.79,,Germany,0.43,paypall,,Apparel,Online,Not Returned,Royal Mail,,High
682602,SKU_1438,USB Cable,28,2025-03-18 06:00,90.36,,Norway,0.14,Bank Transfer,13.89,Electronics,In-store,Not Returned,UPS,Berlin,Medium
462632,SKU_1896,Desk Lamp,41,2025-03-18 07:00,39.33,,France,0.31,Credit Card,11.96,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium
783966,SKU_1199,Headphones,-7,2025-03-18 10:00,-85.91,,Spain,0.06,paypall,,Furniture,Online,Not Returned,UPS,,Low
654018,SKU_1377,Backpack,-18,2025-03-20 00:00,41.2,,Spain,0.33,Bank Transfer,,Furniture,In-store,Returned,DHL,,Medium
319251,SKU_1232,Wireless Mouse,37,2025-03-20 05:00,16.69,,Italy,0.02,Bank Transfer,8.7,Apparel,In-store,Not Returned,DHL,Berlin,Low
927492,SKU_1779,Desk Lamp,-34,2025-03-20 09:00,99.5,,Portugal,0.28,Credit Card,,Stationery,Online,Not Returned,FedEx,,Medium
121462,SKU_1865,Wireless Mouse,48,2025-03-20 11:00,74.98,,Belgium,0.44,paypall,10.8,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
522913,SKU_1538,Notebook,12,2025-03-20 16:00,52.63,,Norway,0.25,Credit Card,19.59,Furniture,Online,Not Returned,FedEx,,High
962435,SKU_1233,Office Chair,34,2025-03-21 02:00,47.97,,Italy,0.34,paypall,29.32,Electronics,In-store,Not Returned,FedEx,Rome,High
315287,SKU_1963,White Mug,-8,2025-03-21 04:00,70.85,,Australia,0.41,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,Medium
158323,SKU_1911,USB Cable,15,2025-03-21 13:00,70.79,,Sweden,0.48,paypall,22.33,Accessories,Online,Not Returned,Royal Mail,Paris,High
494581,SKU_1896,White Mug,46,2025-03-21 17:00,52.05,,Australia,0.36,Credit Card,16.22,Accessories,Online,Not Returned,Royal Mail,Paris,Low
651626,SKU_1402,Notebook,-31,2025-03-21 22:00,-3.15,,United States,0.17,Bank Transfer,,Stationery,Online,Returned,UPS,,Medium
124727,SKU_1536,Wireless Mouse,-33,2025-03-22 02:00,79.57,,Sweden,0.4,paypall,,Apparel,Online,Not Returned,UPS,,Low
580293,SKU_1162,USB Cable,-23,2025-03-22 03:00,-56.46,,Norway,0.37,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Medium
108061,SKU_1382,Office Chair,26,2025-03-22 23:00,7.38,,Spain,0.32,Bank Transfer,12.64,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
619412,SKU_1129,White Mug,-2,2025-03-23 00:00,-3.25,,Portugal,0.39,paypall,,Apparel,Online,Returned,UPS,,Medium
788211,SKU_1043,Blue Pen,-38,2025-03-23 20:00,26.04,,United Kingdom,0.12,Bank Transfer,,Electronics,In-store,Not Returned,Royal Mail,,High
659950,SKU_1237,Wall Clock,22,2025-03-24 13:00,30.19,,Germany,0.07,Credit Card,27.65,Accessories,Online,Not Returned,DHL,London,High
968600,SKU_1330,Notebook,2,2025-03-24 15:00,62.08,,United States,0.44,Credit Card,11.71,Electronics,In-store,Not Returned,Royal Mail,,Low
132548,SKU_1441,Backpack,-48,2025-03-25 09:00,-12.42,,Sweden,1.5544604607064123,Bank Transfer,,Stationery,In-store,Not Returned,UPS,,Medium
907273,SKU_1236,USB Cable,-43,2025-03-26 05:00,-72.82,,Australia,0.12,paypall,,Accessories,In-store,Not Returned,DHL,,Medium
472496,SKU_1224,Blue Pen,-41,2025-03-26 12:00,84.83,,Netherlands,0.17,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Medium
144566,SKU_1028,White Mug,22,2025-03-26 23:00,87.54,,Norway,0.14,paypall,18.11,Furniture,In-store,Not Returned,UPS,,Low
495927,SKU_1056,T-shirt,-10,2025-03-27 01:00,-97.61,,Belgium,0.23,Credit Card,,Apparel,Online,Not Returned,FedEx,,Medium
734966,SKU_1950,Blue Pen,-50,2025-03-27 08:00,-45.22,,Germany,1.2992600365776417,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,High
361752,SKU_1691,Headphones,43,2025-03-27 09:00,21.53,,Netherlands,0.39,Bank Transfer,17.36,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium
265800,SKU_1208,USB Cable,-42,2025-03-28 03:00,96.03,,Italy,0.08,Bank Transfer,,Accessories,In-store,Returned,DHL,,Low
989433,SKU_1210,Headphones,-50,2025-03-28 09:00,3.16,,Sweden,0.49,paypall,,Stationery,Online,Not Returned,UPS,,High
124691,SKU_1333,Wall Clock,-5,2025-03-28 18:00,-81.2,,Belgium,1.9403342212036363,paypall,,Stationery,In-store,Not Returned,UPS,,High
232040,SKU_1008,Blue Pen,49,2025-03-29 12:00,78.06,,Portugal,0.44,Credit Card,26.42,Accessories,Online,Not Returned,Royal Mail,Rome,High
760179,SKU_1404,USB Cable,-7,2025-03-29 20:00,-20.22,,Sweden,0.44,paypall,,Furniture,In-store,Not Returned,FedEx,,High
831967,SKU_1242,T-shirt,-15,2025-03-30 02:00,-83.11,,Australia,1.4146544950812925,paypall,,Accessories,Online,Not Returned,FedEx,,Low
964720,SKU_1359,Desk Lamp,26,2025-03-30 06:00,35.55,,France,0.32,Bank Transfer,14.51,Stationery,Online,Not Returned,FedEx,,High
841360,SKU_1296,White Mug,48,2025-03-31 06:00,27.57,,United Kingdom,0.18,paypall,27.29,Electronics,In-store,Not Returned,FedEx,,Medium
817160,SKU_1251,White Mug,17,2025-03-31 07:00,55.05,,Spain,0.37,paypall,9.12,Accessories,Online,Not Returned,DHL,London,Low
137985,SKU_1782,Backpack,-43,2025-03-31 13:00,70.51,,Belgium,0.25,Credit Card,,Electronics,Online,Not Returned,UPS,,Low
216562,SKU_1588,Blue Pen,-17,2025-04-01 04:00,-77.46,,Belgium,1.2117297537208267,paypall,,Electronics,Online,Not Returned,Royal Mail,,Medium
551124,SKU_1972,Office Chair,-31,2025-04-01 10:00,48.74,,Netherlands,0.11,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Medium
276756,SKU_1359,Office Chair,5,2025-04-01 15:00,84.88,,United Kingdom,0.41,Bank Transfer,18.38,Accessories,Online,Not Returned,Royal Mail,Rome,High
606628,SKU_1822,White Mug,-47,2025-04-02 02:00,-3.21,,United Kingdom,0.29,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,Medium
733381,SKU_1550,Desk Lamp,24,2025-04-02 06:00,96.85,,Portugal,0.31,Bank Transfer,11.26,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low
449370,SKU_1439,Wireless Mouse,17,2025-04-02 09:00,61.5,,Belgium,0.24,Credit Card,11.5,Stationery,Online,Not Returned,UPS,Paris,Low
816097,SKU_1260,White Mug,25,2025-04-02 19:00,82.62,,United Kingdom,0.4,paypall,17.89,Furniture,In-store,Not Returned,DHL,Amsterdam,High
620047,SKU_1361,Desk Lamp,-3,2025-04-03 03:00,-94.08,,Portugal,1.4998773553132885,Credit Card,,Apparel,In-store,Not Returned,Royal Mail,,High
480929,SKU_1398,Wall Clock,-27,2025-04-03 19:00,47.56,,Spain,0.32,paypall,,Stationery,Online,Not Returned,UPS,,Low
590553,SKU_1656,Wireless Mouse,20,2025-04-04 04:00,54.72,,Portugal,0.25,paypall,5.91,Accessories,In-store,Not Returned,DHL,,High
185480,SKU_1526,Office Chair,38,2025-04-04 09:00,22.51,,Italy,0.47,Credit Card,17.79,Electronics,Online,Returned,UPS,,Medium
943391,SKU_1107,Wall Clock,-17,2025-04-04 15:00,-61.86,,Norway,1.740795877853746,Bank Transfer,,Apparel,In-store,Not Returned,FedEx,,High
429092,SKU_1255,Desk Lamp,-3,2025-04-04 16:00,14.83,,United States,0.18,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium
488829,SKU_1539,Headphones,-23,2025-04-05 06:00,-92.84,,Italy,1.4590958072149112,paypall,,Apparel,Online,Not Returned,UPS,,High
989921,SKU_1108,USB Cable,-39,2025-04-05 09:00,69.69,,Belgium,0.37,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Low
379335,SKU_1049,Wall Clock,9,2025-04-05 21:00,48.3,,Sweden,0.17,paypall,24.62,Furniture,Online,Not Returned,DHL,Berlin,Low
718896,SKU_1023,Wall Clock,34,2025-04-06 06:00,41.75,,United Kingdom,0.33,Bank Transfer,6.96,Apparel,Online,Not Returned,FedEx,London,High
912457,SKU_1146,T-shirt,-48,2025-04-06 12:00,58.64,,Netherlands,0.26,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
400821,SKU_1006,Wireless Mouse,5,2025-04-06 23:00,56.15,,Portugal,0.42,paypall,22.61,Accessories,In-store,Not Returned,Royal Mail,,Medium
746582,SKU_1328,USB Cable,8,2025-04-07 03:00,26.49,,United States,0.19,Credit Card,10.52,Electronics,Online,Not Returned,DHL,Paris,Medium
569181,SKU_1864,Notebook,3,2025-04-08 00:00,11.93,,Italy,0.02,paypall,21.39,Electronics,In-store,Not Returned,UPS,Amsterdam,High
494230,SKU_1484,White Mug,-1,2025-04-08 03:00,-32.24,,Italy,0.2,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Medium
162681,SKU_1643,Wall Clock,4,2025-04-08 15:00,53.5,,Norway,0.11,Bank Transfer,20.29,Stationery,Online,Not Returned,FedEx,,Low
501683,SKU_1106,Office Chair,-16,2025-04-09 00:00,-86.72,,Belgium,1.047984867810676,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Low
555446,SKU_1654,Office Chair,31,2025-04-09 03:00,61.95,,Sweden,0.44,paypall,21.49,Stationery,In-store,Not Returned,UPS,Berlin,Low
574755,SKU_1635,Blue Pen,22,2025-04-10 02:00,75.9,,Spain,0.09,Credit Card,15.65,Apparel,Online,Not Returned,DHL,,High
931098,SKU_1409,T-shirt,22,2025-04-10 12:00,86.55,,Italy,0.33,paypall,27.01,Accessories,In-store,Not Returned,UPS,,Low
801760,SKU_1385,Backpack,-8,2025-04-11 00:00,-48.19,,Italy,0.43,Credit Card,,Apparel,Online,Not Returned,UPS,,Medium
970890,SKU_1753,T-shirt,18,2025-04-12 04:00,37.05,,Belgium,0.1,Credit Card,23.32,Accessories,Online,Not Returned,DHL,Amsterdam,Medium
590785,SKU_1314,Desk Lamp,23,2025-04-13 07:00,24.97,,Australia,0.09,paypall,22.08,Accessories,In-store,Returned,UPS,,Medium
289684,SKU_1928,Headphones,-38,2025-04-13 16:00,-90.73,,France,0.25,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,Medium
814819,SKU_1430,Notebook,20,2025-04-13 21:00,98.75,,Spain,0.01,paypall,22.6,Accessories,Online,Returned,UPS,,Medium
859990,SKU_1008,White Mug,-28,2025-04-14 22:00,49.26,,United Kingdom,0.41,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Medium
632009,SKU_1008,T-shirt,8,2025-04-15 03:00,44.41,,Portugal,0.0,paypall,22.62,Apparel,Online,Not Returned,DHL,Paris,Low
257224,SKU_1183,White Mug,-26,2025-04-15 05:00,91.95,,Italy,0.31,Bank Transfer,,Furniture,Online,Not Returned,FedEx,,High
360371,SKU_1906,White Mug,35,2025-04-15 21:00,25.5,,Norway,0.0,paypall,11.47,Stationery,Online,Not Returned,UPS,,Low
840919,SKU_1718,Headphones,-24,2025-04-15 23:00,57.97,,Spain,0.46,paypall,,Apparel,In-store,Not Returned,FedEx,,Medium
372040,SKU_1385,Wireless Mouse,-9,2025-04-16 17:00,-53.94,,United States,1.7353725998780785,paypall,,Apparel,Online,Not Returned,DHL,,Low
403764,SKU_1470,Wireless Mouse,-5,2025-04-17 01:00,-88.54,,Netherlands,1.7906679568527104,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Medium
442523,SKU_1383,Headphones,-46,2025-04-17 09:00,76.41,,Portugal,0.49,Credit Card,,Electronics,Online,Not Returned,FedEx,,High
460146,SKU_1757,Wall Clock,42,2025-04-18 02:00,67.11,,Germany,0.22,Bank Transfer,29.94,Stationery,Online,Not Returned,Royal Mail,Berlin,High
816399,SKU_1104,Wall Clock,23,2025-04-18 12:00,7.56,,United States,0.28,paypall,19.64,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium
445174,SKU_1569,T-shirt,-12,2025-04-18 21:00,94.75,,United States,0.03,paypall,,Accessories,In-store,Not Returned,FedEx,,High
127364,SKU_1155,Office Chair,6,2025-04-19 04:00,71.56,,Australia,0.09,Credit Card,8.78,Electronics,Online,Not Returned,DHL,Rome,Medium
502791,SKU_1793,USB Cable,-31,2025-04-19 19:00,-86.99,,Norway,0.17,paypall,,Furniture,Online,Not Returned,DHL,,High
910701,SKU_1893,Office Chair,-4,2025-04-21 05:00,-95.72,,Norway,1.2864144790275764,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,High
326468,SKU_1339,Wall Clock,47,2025-04-21 12:00,51.44,,Spain,0.37,Bank Transfer,18.02,Stationery,Online,Not Returned,FedEx,,Low
983527,SKU_1322,Office Chair,-12,2025-04-21 13:00,-62.24,,France,1.1678366721228168,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,High
238741,SKU_1732,White Mug,31,2025-04-21 15:00,84.64,,Portugal,0.05,paypall,15.53,Electronics,In-store,Not Returned,DHL,Paris,Low
891084,SKU_1217,Wireless Mouse,46,2025-04-22 07:00,11.12,,Netherlands,0.22,Credit Card,19.77,Electronics,In-store,Not Returned,UPS,,Medium
322580,SKU_1973,Desk Lamp,34,2025-04-22 09:00,48.11,,Spain,0.43,paypall,23.43,Stationery,In-store,Not Returned,Royal Mail,,High
176216,SKU_1095,Blue Pen,-23,2025-04-22 13:00,79.98,,Germany,0.31,Credit Card,,Accessories,Online,Not Returned,FedEx,,Low
312511,SKU_1281,Office Chair,-41,2025-04-23 12:00,-48.46,,Portugal,1.1657110603261478,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium
810160,SKU_1242,Desk Lamp,-16,2025-04-23 13:00,-33.74,,United Kingdom,0.26,paypall,,Accessories,In-store,Not Returned,UPS,,High
904656,SKU_1198,Desk Lamp,-5,2025-04-23 16:00,-81.92,,Italy,0.44,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Medium
345371,SKU_1195,Desk Lamp,-22,2025-04-23 21:00,-47.52,,Norway,1.432016938704192,Bank Transfer,,Stationery,In-store,Returned,UPS,,High
621819,SKU_1609,Notebook,-7,2025-04-24 05:00,44.91,,United Kingdom,0.25,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
433151,SKU_1144,Blue Pen,-38,2025-04-24 17:00,-90.92,,Germany,0.05,paypall,,Accessories,Online,Not Returned,DHL,,Low
484112,SKU_1696,T-shirt,48,2025-04-24 22:00,58.65,,Belgium,0.19,Credit Card,21.74,Accessories,In-store,Not Returned,DHL,,High
643719,SKU_1046,Backpack,-5,2025-04-25 20:00,6.07,,Portugal,0.41,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,Medium
411211,SKU_1099,Backpack,-17,2025-04-27 02:00,-48.21,,Germany,1.6975562883472022,paypall,,Electronics,In-store,Not Returned,UPS,,High
696388,SKU_1655,USB Cable,-35,2025-04-27 21:00,9.1,,Spain,0.28,Bank Transfer,,Electronics,In-store,Not Returned,Royal Mail,,High
118211,SKU_1529,Office Chair,35,2025-04-28 19:00,37.86,,Italy,0.16,Bank Transfer,15.15,Stationery,Online,Not Returned,DHL,Amsterdam,High
154711,SKU_1927,Headphones,-12,2025-04-28 20:00,61.07,,Australia,0.44,paypall,,Accessories,In-store,Not Returned,Royal Mail,,High
446136,SKU_1095,Office Chair,-30,2025-04-29 00:00,-17.47,,Australia,0.13,paypall,,Accessories,Online,Returned,Royal Mail,,Low
998202,SKU_1384,Wall Clock,-28,2025-04-29 04:00,-98.78,,Germany,1.88134225385115,Bank Transfer,,Stationery,In-store,Not Returned,FedEx,,High
899323,SKU_1350,Notebook,-35,2025-04-29 12:00,-40.57,,United States,1.1071932465549,paypall,,Stationery,Online,Not Returned,FedEx,,Medium
622678,SKU_1225,Office Chair,29,2025-04-29 22:00,32.29,,Netherlands,0.34,Bank Transfer,15.34,Electronics,In-store,Not Returned,UPS,,Low
933223,SKU_1762,Office Chair,-31,2025-04-30 00:00,84.28,,Australia,0.04,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,High
735728,SKU_1088,Wireless Mouse,12,2025-04-30 15:00,10.15,,Spain,0.23,Credit Card,22.0,Apparel,Online,Not Returned,Royal Mail,Berlin,Low
179792,SKU_1466,Wireless Mouse,-2,2025-05-01 00:00,-1.26,,Italy,1.3167113860698003,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,Low
454741,SKU_1682,Wall Clock,-26,2025-05-01 17:00,88.66,,Portugal,0.47,Bank Transfer,,Stationery,In-store,Not Returned,FedEx,,Medium
726978,SKU_1003,USB Cable,-21,2025-05-01 20:00,55.11,,Norway,0.43,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
508313,SKU_1339,Wall Clock,-21,2025-05-02 18:00,-33.27,,Sweden,0.01,Credit Card,,Apparel,Online,Not Returned,UPS,,Medium
387021,SKU_1098,Blue Pen,-44,2025-05-02 21:00,30.55,,France,0.12,Credit Card,,Accessories,Online,Not Returned,FedEx,,High
763660,SKU_1288,Desk Lamp,-50,2025-05-02 23:00,-13.22,,France,0.0,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Low
463095,SKU_1537,USB Cable,-37,2025-05-03 01:00,44.61,,United States,0.32,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,Medium
422754,SKU_1656,Blue Pen,-10,2025-05-03 19:00,-88.27,,Belgium,1.3290578284218022,Credit Card,,Furniture,Online,Not Returned,FedEx,,High
379402,SKU_1345,Wireless Mouse,-16,2025-05-03 21:00,-5.22,,Italy,1.2443114273655618,paypall,,Accessories,In-store,Not Returned,UPS,,Low
710546,SKU_1334,T-shirt,46,2025-05-05 07:00,31.55,,Belgium,0.3,Bank Transfer,16.15,Stationery,In-store,Not Returned,FedEx,,Medium
396351,SKU_1023,Headphones,49,2025-05-05 13:00,79.1,,Spain,0.15,paypall,19.53,Electronics,In-store,Not Returned,DHL,,High
224717,SKU_1927,T-shirt,-46,2025-05-06 07:00,-68.27,,France,1.2007328734311074,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Low
814080,SKU_1446,T-shirt,-19,2025-05-06 08:00,-36.38,,Netherlands,1.1796293899901342,paypall,,Furniture,In-store,Not Returned,DHL,,Medium
240978,SKU_1452,Desk Lamp,-8,2025-05-06 17:00,-17.43,,United States,0.45,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Low
707405,SKU_1898,Backpack,-8,2025-05-06 19:00,90.88,,Spain,0.38,Credit Card,,Stationery,In-store,Not Returned,Royal Mail,,Low
469135,SKU_1416,Wireless Mouse,-1,2025-05-07 13:00,35.13,,Australia,0.03,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,Medium
692251,SKU_1710,Wireless Mouse,45,2025-05-07 19:00,52.08,,Netherlands,0.48,Credit Card,27.55,Apparel,In-store,Not Returned,DHL,,Low
967471,SKU_1536,Notebook,-19,2025-05-08 05:00,-99.09,,Spain,1.4044611797319997,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
405490,SKU_1613,Desk Lamp,20,2025-05-08 06:00,90.83,,Sweden,0.28,Credit Card,5.35,Electronics,Online,Not Returned,FedEx,,Low
178709,SKU_1857,Backpack,9,2025-05-09 00:00,22.5,,Australia,0.37,Bank Transfer,15.79,Accessories,Online,Not Returned,FedEx,,Low
587403,SKU_1552,Office Chair,7,2025-05-09 02:00,95.46,,United Kingdom,0.32,paypall,18.56,Furniture,Online,Not Returned,Royal Mail,Paris,Medium
479843,SKU_1709,Notebook,-15,2025-05-09 17:00,-55.91,,United Kingdom,0.47,Bank Transfer,,Stationery,Online,Not Returned,DHL,,Medium
961626,SKU_1079,Headphones,38,2025-05-10 21:00,61.44,,Portugal,0.4,paypall,6.37,Furniture,In-store,Not Returned,FedEx,,High
733772,SKU_1452,Notebook,-34,2025-05-10 22:00,27.82,,Sweden,0.21,paypall,,Accessories,In-store,Not Returned,DHL,,Medium
466223,SKU_1036,USB Cable,34,2025-05-11 17:00,19.05,,Australia,0.39,Credit Card,27.25,Furniture,Online,Not Returned,DHL,Rome,Low
907831,SKU_1468,Backpack,36,2025-05-12 01:00,25.26,,United Kingdom,0.39,Credit Card,13.99,Furniture,Online,Not Returned,FedEx,,Low
281423,SKU_1261,Wall Clock,-50,2025-05-12 20:00,-79.49,,Netherlands,1.292710452538661,Credit Card,,Electronics,Online,Not Returned,DHL,,Medium
989522,SKU_1287,Office Chair,-42,2025-05-13 04:00,39.13,,France,0.42,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
906311,SKU_1788,Headphones,-48,2025-05-13 06:00,-15.57,,Italy,1.793105682651634,Bank Transfer,,Electronics,Online,Not Returned,DHL,,Low
676602,SKU_1745,White Mug,13,2025-05-13 12:00,19.7,,Belgium,0.11,Credit Card,16.69,Electronics,Online,Not Returned,Royal Mail,,Low
306676,SKU_1414,Blue Pen,18,2025-05-14 12:00,15.06,,France,0.17,Credit Card,10.15,Stationery,Online,Not Returned,UPS,Amsterdam,High
754659,SKU_1878,Blue Pen,37,2025-05-15 07:00,73.99,,France,0.41,Bank Transfer,26.37,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
570043,SKU_1563,Wall Clock,-10,2025-05-16 01:00,-21.27,,Italy,0.15,paypall,,Accessories,Online,Not Returned,FedEx,,High
571301,SKU_1597,Headphones,-21,2025-05-16 03:00,41.49,,Portugal,0.32,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Low
634028,SKU_1660,Notebook,8,2025-05-16 07:00,83.93,,Portugal,0.39,Bank Transfer,9.67,Stationery,In-store,Not Returned,FedEx,,Medium
615951,SKU_1404,Wall Clock,-30,2025-05-16 12:00,-71.87,,Australia,0.42,Credit Card,,Accessories,Online,Not Returned,FedEx,,Low
498494,SKU_1958,Wall Clock,48,2025-05-17 17:00,24.69,,Italy,0.34,paypall,14.29,Electronics,In-store,Not Returned,UPS,Rome,Low
976821,SKU_1585,Wireless Mouse,28,2025-05-17 21:00,79.28,,Norway,0.34,Credit Card,21.78,Stationery,In-store,Not Returned,DHL,,High
992323,SKU_1895,Wireless Mouse,49,2025-05-18 00:00,93.91,,United Kingdom,0.22,Credit Card,29.39,Electronics,Online,Returned,UPS,,Low
151866,SKU_1256,White Mug,47,2025-05-18 07:00,15.15,,Norway,0.21,Credit Card,12.99,Accessories,Online,Not Returned,Royal Mail,Paris,High
235032,SKU_1476,Notebook,33,2025-05-18 14:00,51.81,,Portugal,0.2,Bank Transfer,18.9,Stationery,Online,Not Returned,Royal Mail,,High
809608,SKU_1702,Wireless Mouse,-22,2025-05-18 16:00,-56.78,,Norway,1.0700887262867909,Bank Transfer,,Stationery,Online,Not Returned,UPS,,High
446743,SKU_1305,Wall Clock,-35,2025-05-18 22:00,-45.32,,Australia,1.3440628482451116,paypall,,Electronics,In-store,Not Returned,FedEx,,Medium
309689,SKU_1261,Blue Pen,41,2025-05-19 01:00,67.14,,Italy,0.05,Credit Card,12.0,Accessories,In-store,Not Returned,FedEx,London,High
238308,SKU_1769,Backpack,-16,2025-05-19 09:00,-93.91,,United States,0.29,paypall,,Electronics,In-store,Not Returned,DHL,,Medium
727566,SKU_1003,Backpack,-17,2025-05-19 14:00,-58.89,,Germany,1.512854964781471,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,High
276779,SKU_1777,USB Cable,-22,2025-05-20 10:00,-37.3,,Belgium,1.1755760185663189,paypall,,Stationery,Online,Not Returned,DHL,,High
698510,SKU_1629,Desk Lamp,36,2025-05-20 12:00,83.66,,Germany,0.22,Credit Card,9.49,Accessories,Online,Not Returned,FedEx,,Medium
453409,SKU_1436,Wall Clock,-16,2025-05-20 15:00,-95.77,,Italy,1.942308866655312,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
560894,SKU_1843,Wireless Mouse,-43,2025-05-20 16:00,91.15,,Norway,0.39,Credit Card,,Electronics,Online,Not Returned,UPS,,High
504013,SKU_1371,Wall Clock,-15,2025-05-21 14:00,-41.99,,Belgium,0.16,Credit Card,,Furniture,In-store,Not Returned,UPS,,High
209266,SKU_1541,USB Cable,26,2025-05-21 23:00,86.34,,Belgium,0.14,Credit Card,11.53,Furniture,In-store,Not Returned,Royal Mail,London,Medium
733721,SKU_1321,Backpack,29,2025-05-22 17:00,46.96,,Sweden,0.36,Credit Card,28.63,Stationery,In-store,Not Returned,FedEx,,Low
303665,SKU_1871,Office Chair,-23,2025-05-22 18:00,-11.63,,Belgium,0.49,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
732349,SKU_1667,Wall Clock,39,2025-05-23 12:00,35.85,,Italy,0.4,Credit Card,27.39,Stationery,In-store,Not Returned,FedEx,,Low
286854,SKU_1679,Desk Lamp,39,2025-05-23 18:00,12.87,,Italy,0.36,paypall,10.96,Electronics,Online,Not Returned,UPS,,Low
938203,SKU_1478,Notebook,23,2025-05-24 04:00,36.61,,Norway,0.41,Bank Transfer,13.35,Stationery,In-store,Not Returned,Royal Mail,,High
615463,SKU_1219,Wireless Mouse,45,2025-05-24 17:00,11.24,,Portugal,0.11,Credit Card,17.89,Accessories,Online,Not Returned,DHL,Rome,Low
653119,SKU_1539,Desk Lamp,-19,2025-05-24 18:00,-21.42,,France,1.8535253824059208,paypall,,Electronics,In-store,Not Returned,FedEx,,High
618723,SKU_1757,Blue Pen,-40,2025-05-24 22:00,-71.44,,Netherlands,0.08,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
886024,SKU_1010,Wireless Mouse,-28,2025-05-25 05:00,-12.81,,Germany,0.4,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
